Line Num	Original ID	File	ARO	ARO:number	Synonim	Drug class	Note
							
5400	ACF30471|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
5401	gi:1004170902:gb:AMP19675.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
5485	gi:927320959:ref:WP_053813481.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
5494	EDK78328|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
5541	gi:730685230:ref:WP_034070483.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
5618	ZP_01788419|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
5620	gi:730522696:ref:WP_034035891.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
5744	NP_357898|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
5746	AF336095.1.gene1.p01|FEATURES|omp36|multidrug|omp36	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003385	Klebsiella aerogenes Omp36	multi-drug	
							
5780	gi:730437356:ref:WP_034014953.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
5796	gi:919846213:ref:WP_052897248.1:|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
5827	gi:489246765:ref:WP_003154928.1:|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
5939	gi:730479876:ref:WP_034024589.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
5941	gi:32345878:gb:AAM97233.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
5975	AAP46611|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6012	gi:662089495:ref:WP_030048694.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
6045	gi:32345902:gb:AAM97245.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6130	gi:489200414:ref:WP_003109635.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
6159	CAO91616|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6172	gi:757444661:ref:WP_042741303.1:|FEATURES|fmtC|beta-lactam|fmtC	deeparg_deeparg_both_ARO_mapping.tsv	nan	fmtc		beta-lactam	
							
6173	AAP46600|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6186	gi:730296688:ref:WP_033975727.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
6197	gi:959863859:ref:WP_058143230.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
6284	gi:730382847:ref:WP_034002332.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
6288	gi:32345886:gb:AAM97237.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6303	gi:553764960:ref:WP_023097281.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	
							
6365	AAP46635|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6445	CAO91630|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6524	CAO91614|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6540	NP_417544.5|FEATURES|patA|fluoroquinolone|patA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000024	patA	fluoroquinolone	
							
6543	YP_001290033|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6595	gi:489249810:ref:WP_003157921.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
6656	BAD00902|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6682	gi:751314291:ref:WP_041021175.1:|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
6686	gi:1031778566:ref:WP_064126137.1:|FEATURES|fmtC|beta-lactam|fmtC	deeparg_deeparg_both_ARO_mapping.tsv	nan	fmtC		beta-lactam	
							
6714	AAF17266|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6746	gi:828386578:gb:AKK51649.1:|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
6950	CAO91612|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7032	gi:730303878:ref:WP_033978962.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7046	AAP46584|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7055	AF101781.1.gene1.p01|FEATURES|PBP-1B|beta-lactam|PBP-1B	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7119	ZP_02709163|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7235	ZP_00155442|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7238	CP000034.1.gene2198.p01|FEATURES|ompF|multidrug|ompF	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000265	porin OmpF	multi-drug	
							
7264	AAP46608|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7280	gi:32345872:gb:AAM97230.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7345	gi:489254542:ref:WP_003162522.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7356	gi:763407621:ref:WP_044264215.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7422	AAC22099|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7452	AAP46610|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7463	ZP_02722595|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7481	gi:852318139:ref:WP_048338017.1:|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
7511	AAP46581|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7526	AAP46602|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7591	gi:501021964:ref:WP_012074629.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7676	gi:685891619:ref:WP_031632892.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7691	gi:32345844:gb:AAM97216.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7702	CAD09823.1|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7722	gi:763182334:ref:WP_044061366.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7752	AAN61107|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7765	gi:959873071:ref:WP_058149474.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7783	AAP46576|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7786	EDK10390|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7834	NC_011035.1.6447745.p01|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
7843	gi:640474933:ref:WP_024915411.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
7856	gi:518556046:ref:WP_019726253.1:|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
7874	EDJ91555|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7882	gi:685980171:ref:WP_031687995.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8031	gi:32345874:gb:AAM97231.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8114	P57296|FEATURES|PBP-1B|beta-lactam|PBP-1B	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8156	AAP46578|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8229	gi:730235894:ref:WP_033940844.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8263	gi:32345906:gb:AAM97247.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8283	gi:32345890:gb:AAM97239.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8313	gi:960295466:ref:WP_058214460.1:|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
8329	gi:544850065:ref:WP_021265147.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8396	gi:553755386:ref:WP_023088115.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8406	AAP46595|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8438	gi:489799061:ref:WP_003702952.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
8472	gi:959874152:ref:WP_058150234.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8491	gi:959848339:ref:WP_058133601.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8496	gi:960883644:ref:WP_058354899.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8583	gi:489183136:ref:WP_003092577.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8591	YP_002735431|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8648	AAP46609|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8656	gi:959842010:ref:WP_058129832.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8757	AAP46583|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
8796	gi:518315499:ref:WP_019485706.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
8978	gi:653201367:gb:KEA22378.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9013	gi:959855197:ref:WP_058138287.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9038	CAO91621|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
9071	AAF17269|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
9087	gi:489794871:ref:WP_003698762.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
9120	gi:685892557:ref:WP_031633792.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9169	gi:730307282:ref:WP_033979566.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9186	gi:730242297:ref:WP_033946265.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9234	gi:730653274:ref:WP_034064582.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9323	gi:269144622:gb:EEZ71040.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
9361	gi:959914645:ref:WP_058177542.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9507	gi:844723049:ref:WP_047924300.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
9510	gi:489831097:ref:WP_003734834.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000025	patB	fluoroquinolone	https://www.uniprot.org/uniprotkb/Q08432/entry
							
9612	NC_011595.7059912.p01|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
9615	gi:749308249:ref:WP_040132379.1:|FEATURES|tetC|tetracycline|tetC	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000167	tet(C)	tetracycline	https://card.mcmaster.ca/ontology/36306
							
9652	AAC45547|FEATURES|PBP-2X|beta-lactam|PBP-2X	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
9667	gi:553789261:ref:WP_023120513.1:|FEATURES|mexT|multidrug|mexT	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
9687	gi:686194009:ref:WP_031805927.1:|FEATURES|tetR|tetracycline|tetR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
9737	AAP46607|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
9788	gi:685904080:ref:WP_031644138.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000025	patB	fluoroquinolone	https://www.uniprot.org/uniprotkb/Q08432/entry
							
9818	gi:488189171:ref:WP_002260379.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
9875	NP_416340.1|FEATURES|mgrB|multidrug|mgrB	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003820	mgrB	peptide	
							
9881	gi:1004170896:gb:AMP19672.1:|FEATURES|mtrR|multidrug|mtrR	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
9919	ZP_00156276|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
9930	gi:32345766:gb:AAM97177.1:|FEATURES|penA|beta-lactam|penA	deeparg_deeparg_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
